question_id,distractor_index,condition,rr,recall_1,recall_3,recall_5,ndcg_5
7,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
7,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
7,2,question_only,1.0,1.0,1.0,1.0,1.0
7,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
7,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
7,3,question_only,1.0,1.0,1.0,1.0,1.0
7,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
7,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
8,1,question_only,1.0,1.0,1.0,1.0,1.0
8,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
8,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
8,2,question_only,1.0,1.0,1.0,1.0,1.0
8,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
8,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
8,3,question_only,1.0,1.0,1.0,1.0,1.0
8,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
8,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
9,1,question_only,1.0,1.0,1.0,1.0,1.0
9,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
9,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
9,2,question_only,1.0,1.0,1.0,1.0,1.0
9,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
9,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
9,3,question_only,1.0,1.0,1.0,1.0,1.0
9,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
9,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
10,1,question_only,1.0,1.0,1.0,1.0,1.0
10,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
10,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
10,2,question_only,1.0,1.0,1.0,1.0,1.0
10,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
10,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
10,3,question_only,1.0,1.0,1.0,1.0,1.0
10,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
10,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
11,1,question_only,1.0,1.0,1.0,1.0,1.0
11,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
11,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
11,2,question_only,1.0,1.0,1.0,1.0,1.0
11,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
11,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
11,3,question_only,1.0,1.0,1.0,1.0,1.0
11,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
11,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
12,1,question_only,1.0,1.0,1.0,1.0,1.0
12,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
12,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
12,2,question_only,1.0,1.0,1.0,1.0,1.0
12,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
12,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
12,3,question_only,1.0,1.0,1.0,1.0,1.0
12,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
12,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
13,1,question_only,1.0,1.0,1.0,1.0,1.0
13,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
13,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
13,2,question_only,1.0,1.0,1.0,1.0,1.0
13,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
13,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
13,3,question_only,1.0,1.0,1.0,1.0,1.0
13,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
13,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
14,1,question_only,1.0,1.0,1.0,1.0,1.0
14,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
14,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
14,2,question_only,1.0,1.0,1.0,1.0,1.0
14,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
14,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
14,3,question_only,1.0,1.0,1.0,1.0,1.0
14,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
14,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
15,1,question_only,1.0,1.0,1.0,1.0,1.0
15,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
15,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
15,2,question_only,1.0,1.0,1.0,1.0,1.0
15,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
15,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
15,3,question_only,1.0,1.0,1.0,1.0,1.0
15,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
15,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
16,1,question_only,1.0,1.0,1.0,1.0,1.0
16,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
16,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
16,2,question_only,1.0,1.0,1.0,1.0,1.0
16,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
16,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
16,3,question_only,1.0,1.0,1.0,1.0,1.0
16,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
16,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
17,1,question_only,1.0,1.0,1.0,1.0,1.0
17,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
17,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
17,2,question_only,1.0,1.0,1.0,1.0,1.0
17,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
17,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
17,3,question_only,1.0,1.0,1.0,1.0,1.0
17,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
17,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
18,1,question_only,1.0,1.0,1.0,1.0,1.0
18,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
18,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
18,2,question_only,1.0,1.0,1.0,1.0,1.0
18,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
18,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
18,3,question_only,1.0,1.0,1.0,1.0,1.0
18,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
18,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
19,1,question_only,1.0,1.0,1.0,1.0,1.0
19,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
19,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
19,2,question_only,1.0,1.0,1.0,1.0,1.0
19,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
19,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
19,3,question_only,1.0,1.0,1.0,1.0,1.0
19,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
19,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
20,1,question_only,1.0,1.0,1.0,1.0,1.0
20,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
20,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
20,2,question_only,1.0,1.0,1.0,1.0,1.0
20,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
20,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
20,3,question_only,1.0,1.0,1.0,1.0,1.0
20,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
20,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
21,1,question_only,1.0,1.0,1.0,1.0,1.0
21,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
21,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
21,2,question_only,1.0,1.0,1.0,1.0,1.0
21,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
21,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
21,3,question_only,1.0,1.0,1.0,1.0,1.0
21,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
21,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
22,1,question_only,1.0,1.0,1.0,1.0,1.0
22,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
22,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
22,2,question_only,1.0,1.0,1.0,1.0,1.0
22,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
22,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
22,3,question_only,1.0,1.0,1.0,1.0,1.0
22,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
22,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
23,1,question_only,0.0,0.0,0.0,0.0,0.0
23,1,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
23,1,oracle_corrective,0.0,0.0,0.0,0.0,0.0
23,2,question_only,0.0,0.0,0.0,0.0,0.0
23,2,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
23,2,oracle_corrective,0.0,0.0,0.0,0.0,0.0
23,3,question_only,0.0,0.0,0.0,0.0,0.0
23,3,wrong_answer_conditioned,0.0,0.0,0.0,0.0,0.0
23,3,oracle_corrective,0.0,0.0,0.0,0.0,0.0
24,1,question_only,1.0,1.0,1.0,1.0,1.0
24,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
24,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
24,2,question_only,1.0,1.0,1.0,1.0,1.0
24,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
24,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
24,3,question_only,1.0,1.0,1.0,1.0,1.0
24,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
24,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
25,1,question_only,1.0,1.0,1.0,1.0,1.0
25,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
25,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
25,2,question_only,1.0,1.0,1.0,1.0,1.0
25,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
25,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
25,3,question_only,1.0,1.0,1.0,1.0,1.0
25,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
25,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
26,1,question_only,1.0,1.0,1.0,1.0,1.0
26,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
26,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
26,2,question_only,1.0,1.0,1.0,1.0,1.0
26,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
26,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
26,3,question_only,1.0,1.0,1.0,1.0,1.0
26,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
26,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
27,1,question_only,1.0,1.0,1.0,1.0,1.0
27,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
27,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
27,2,question_only,1.0,1.0,1.0,1.0,1.0
27,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
27,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
27,3,question_only,1.0,1.0,1.0,1.0,1.0
27,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
27,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
28,1,question_only,1.0,1.0,1.0,1.0,1.0
28,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
28,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
28,2,question_only,1.0,1.0,1.0,1.0,1.0
28,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
28,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
28,3,question_only,1.0,1.0,1.0,1.0,1.0
28,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
28,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
29,1,question_only,1.0,1.0,1.0,1.0,1.0
29,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
29,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
29,2,question_only,1.0,1.0,1.0,1.0,1.0
29,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
29,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
29,3,question_only,1.0,1.0,1.0,1.0,1.0
29,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
29,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
30,1,question_only,1.0,1.0,1.0,1.0,1.0
30,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
30,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
30,2,question_only,1.0,1.0,1.0,1.0,1.0
30,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
30,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
30,3,question_only,1.0,1.0,1.0,1.0,1.0
30,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
30,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
31,1,question_only,1.0,1.0,1.0,1.0,1.0
31,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
31,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
31,2,question_only,1.0,1.0,1.0,1.0,1.0
31,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
31,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
31,3,question_only,1.0,1.0,1.0,1.0,1.0
31,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
31,3,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
32,1,question_only,1.0,1.0,1.0,1.0,1.0
32,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
32,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
32,2,question_only,1.0,1.0,1.0,1.0,1.0
32,2,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
32,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
32,3,question_only,1.0,1.0,1.0,1.0,1.0
32,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
32,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
33,1,question_only,1.0,1.0,1.0,1.0,1.0
33,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
33,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
33,2,question_only,1.0,1.0,1.0,1.0,1.0
33,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
33,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
33,3,question_only,1.0,1.0,1.0,1.0,1.0
33,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
33,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
34,1,question_only,1.0,1.0,1.0,1.0,1.0
34,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
34,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
34,2,question_only,1.0,1.0,1.0,1.0,1.0
34,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
34,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
34,3,question_only,1.0,1.0,1.0,1.0,1.0
34,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
34,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
35,1,question_only,1.0,1.0,1.0,1.0,1.0
35,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
35,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
35,2,question_only,1.0,1.0,1.0,1.0,1.0
35,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
35,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
35,3,question_only,1.0,1.0,1.0,1.0,1.0
35,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
35,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
36,1,question_only,1.0,1.0,1.0,1.0,1.0
36,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
36,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
36,2,question_only,1.0,1.0,1.0,1.0,1.0
36,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
36,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
36,3,question_only,1.0,1.0,1.0,1.0,1.0
36,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
36,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
37,1,question_only,1.0,1.0,1.0,1.0,1.0
37,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
37,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
37,2,question_only,1.0,1.0,1.0,1.0,1.0
37,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
37,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
37,3,question_only,1.0,1.0,1.0,1.0,1.0
37,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
37,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
38,1,question_only,1.0,1.0,1.0,1.0,1.0
38,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
38,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
38,2,question_only,1.0,1.0,1.0,1.0,1.0
38,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
38,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
38,3,question_only,1.0,1.0,1.0,1.0,1.0
38,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
38,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
39,1,question_only,1.0,1.0,1.0,1.0,1.0
39,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
39,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
39,2,question_only,1.0,1.0,1.0,1.0,1.0
39,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
39,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
39,3,question_only,1.0,1.0,1.0,1.0,1.0
39,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
39,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
40,1,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
40,1,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
40,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
40,2,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
40,2,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
40,2,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
40,3,question_only,0.5,0.0,1.0,1.0,0.6309297535714575
40,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
40,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
41,1,question_only,1.0,1.0,1.0,1.0,1.0
41,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
41,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
41,2,question_only,1.0,1.0,1.0,1.0,1.0
41,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
41,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
41,3,question_only,1.0,1.0,1.0,1.0,1.0
41,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
41,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
42,1,question_only,1.0,1.0,1.0,1.0,1.0
42,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
42,1,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
42,2,question_only,1.0,1.0,1.0,1.0,1.0
42,2,wrong_answer_conditioned,0.3333333333333333,0.0,1.0,1.0,0.5
42,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
42,3,question_only,1.0,1.0,1.0,1.0,1.0
42,3,wrong_answer_conditioned,0.5,0.0,1.0,1.0,0.6309297535714575
42,3,oracle_corrective,0.5,0.0,1.0,1.0,0.6309297535714575
43,1,question_only,1.0,1.0,1.0,1.0,1.0
43,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
43,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
43,2,question_only,1.0,1.0,1.0,1.0,1.0
43,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
43,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
43,3,question_only,1.0,1.0,1.0,1.0,1.0
43,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
43,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
44,1,question_only,1.0,1.0,1.0,1.0,1.0
44,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
44,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
44,2,question_only,1.0,1.0,1.0,1.0,1.0
44,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
44,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
44,3,question_only,1.0,1.0,1.0,1.0,1.0
44,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
44,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
45,1,question_only,0.25,0.0,0.0,1.0,0.43067655807339306
45,1,wrong_answer_conditioned,0.25,0.0,0.0,1.0,0.43067655807339306
45,1,oracle_corrective,0.3333333333333333,0.0,1.0,1.0,0.5
45,2,question_only,0.25,0.0,0.0,1.0,0.43067655807339306
45,2,wrong_answer_conditioned,0.2,0.0,0.0,1.0,0.38685280723454163
45,2,oracle_corrective,0.3333333333333333,0.0,1.0,1.0,0.5
45,3,question_only,0.25,0.0,0.0,1.0,0.43067655807339306
45,3,wrong_answer_conditioned,0.3333333333333333,0.0,1.0,1.0,0.5
45,3,oracle_corrective,0.3333333333333333,0.0,1.0,1.0,0.5
46,1,question_only,1.0,1.0,1.0,1.0,1.0
46,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
46,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
46,2,question_only,1.0,1.0,1.0,1.0,1.0
46,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
46,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
46,3,question_only,1.0,1.0,1.0,1.0,1.0
46,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
46,3,oracle_corrective,1.0,1.0,1.0,1.0,1.0
47,1,question_only,1.0,1.0,1.0,1.0,1.0
47,1,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
47,1,oracle_corrective,1.0,1.0,1.0,1.0,1.0
47,2,question_only,1.0,1.0,1.0,1.0,1.0
47,2,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
47,2,oracle_corrective,1.0,1.0,1.0,1.0,1.0
47,3,question_only,1.0,1.0,1.0,1.0,1.0
47,3,wrong_answer_conditioned,1.0,1.0,1.0,1.0,1.0
